row, column, x rotation, y rotation
3,21,-54.000000,-18.000000
3,22,-54.000000,-16.000000
3,23,-54.000000,-14.000000
3,24,-54.000000,-12.000000
3,25,-54.000000,-10.000000
3,26,-54.000000,-8.000000
3,27,-54.000000,-6.000000
3,28,-54.000000,-4.000000
3,29,-54.000000,-2.000000
3,30,-54.000000,0.000000
3,31,-54.000000,2.000000
3,32,-54.000000,4.000000
3,33,-54.000000,6.000000
3,34,-54.000000,8.000000
3,35,-54.000000,10.000000
3,36,-54.000000,12.000000
3,37,-54.000000,14.000000
3,38,-54.000000,16.000000
3,39,-54.000000,18.000000
3,40,-54.000000,20.000000
3,41,-54.000000,22.000000
3,42,-54.000000,24.000000
3,43,-54.000000,26.000000
3,44,-54.000000,28.000000
3,45,-54.000000,30.000000
3,46,-54.000000,32.000000
3,47,-54.000000,34.000000
3,48,-54.000000,36.000000
3,49,-54.000000,38.000000
3,50,-54.000000,40.000000
3,51,-54.000000,42.000000
3,52,-54.000000,44.000000
3,53,-54.000000,46.000000
3,54,-54.000000,48.000000
3,55,-54.000000,50.000000
3,56,-54.000000,52.000000
3,57,-54.000000,54.000000
3,58,-54.000000,56.000000
3,59,-54.000000,58.000000
3,60,-54.000000,60.000000
4,0,-52.000000,-60.000000
4,1,-52.000000,-58.000000
4,2,-52.000000,-56.000000
4,3,-52.000000,-54.000000
4,4,-52.000000,-52.000000
4,5,-52.000000,-50.000000
4,6,-52.000000,-48.000000
4,7,-52.000000,-46.000000
4,8,-52.000000,-44.000000
4,9,-52.000000,-42.000000
4,10,-52.000000,-40.000000
4,11,-52.000000,-38.000000
4,12,-52.000000,-36.000000
4,13,-52.000000,-34.000000
4,14,-52.000000,-32.000000
4,15,-52.000000,-30.000000
4,16,-52.000000,-28.000000
4,17,-52.000000,-26.000000
4,18,-52.000000,-24.000000
4,19,-52.000000,-22.000000
4,20,-52.000000,-20.000000
4,21,-52.000000,-18.000000
4,22,-52.000000,-16.000000
4,23,-52.000000,-14.000000
4,24,-52.000000,-12.000000
4,25,-52.000000,-10.000000
4,26,-52.000000,-8.000000
4,27,-52.000000,-6.000000
4,28,-52.000000,-4.000000
4,29,-52.000000,-2.000000
4,30,-52.000000,0.000000
4,31,-52.000000,2.000000
4,32,-52.000000,4.000000
4,33,-52.000000,6.000000
4,34,-52.000000,8.000000
4,35,-52.000000,10.000000
4,36,-52.000000,12.000000
4,37,-52.000000,14.000000
4,38,-52.000000,16.000000
4,39,-52.000000,18.000000
4,40,-52.000000,20.000000
4,41,-52.000000,22.000000
4,42,-52.000000,24.000000
4,43,-52.000000,26.000000
4,44,-52.000000,28.000000
4,45,-52.000000,30.000000
4,46,-52.000000,32.000000
4,47,-52.000000,34.000000
4,48,-52.000000,36.000000
4,49,-52.000000,38.000000
4,50,-52.000000,40.000000
4,51,-52.000000,42.000000
4,52,-52.000000,44.000000
4,53,-52.000000,46.000000
4,54,-52.000000,48.000000
4,55,-52.000000,50.000000
4,56,-52.000000,52.000000
4,57,-52.000000,54.000000
4,58,-52.000000,56.000000
4,59,-52.000000,58.000000
4,60,-52.000000,60.000000
5,0,-50.000000,-60.000000
5,1,-50.000000,-58.000000
5,2,-50.000000,-56.000000
5,3,-50.000000,-54.000000
5,4,-50.000000,-52.000000
5,5,-50.000000,-50.000000
5,6,-50.000000,-48.000000
5,7,-50.000000,-46.000000
5,8,-50.000000,-44.000000
5,9,-50.000000,-42.000000
5,10,-50.000000,-40.000000
5,11,-50.000000,-38.000000
5,12,-50.000000,-36.000000
5,13,-50.000000,-34.000000
5,14,-50.000000,-32.000000
5,15,-50.000000,-30.000000
5,16,-50.000000,-28.000000
5,17,-50.000000,-26.000000
5,18,-50.000000,-24.000000
5,19,-50.000000,-22.000000
5,20,-50.000000,-20.000000
5,21,-50.000000,-18.000000
5,22,-50.000000,-16.000000
5,23,-50.000000,-14.000000
5,24,-50.000000,-12.000000
5,25,-50.000000,-10.000000
5,26,-50.000000,-8.000000
5,27,-50.000000,-6.000000
5,28,-50.000000,-4.000000
5,29,-50.000000,-2.000000
5,30,-50.000000,0.000000
5,31,-50.000000,2.000000
5,32,-50.000000,4.000000
5,33,-50.000000,6.000000
5,34,-50.000000,8.000000
5,35,-50.000000,10.000000
5,36,-50.000000,12.000000
5,37,-50.000000,14.000000
5,38,-50.000000,16.000000
5,39,-50.000000,18.000000
5,40,-50.000000,20.000000
5,41,-50.000000,22.000000
5,42,-50.000000,24.000000
5,43,-50.000000,26.000000
5,44,-50.000000,28.000000
5,45,-50.000000,30.000000
5,46,-50.000000,32.000000
5,47,-50.000000,34.000000
5,48,-50.000000,36.000000
5,49,-50.000000,38.000000
5,50,-50.000000,40.000000
5,51,-50.000000,42.000000
5,52,-50.000000,44.000000
5,53,-50.000000,46.000000
5,54,-50.000000,48.000000
5,55,-50.000000,50.000000
5,56,-50.000000,52.000000
5,57,-50.000000,54.000000
5,58,-50.000000,56.000000
5,59,-50.000000,58.000000
5,60,-50.000000,60.000000
6,0,-48.000000,-60.000000
6,1,-48.000000,-58.000000
6,2,-48.000000,-56.000000
6,3,-48.000000,-54.000000
6,4,-48.000000,-52.000000
6,5,-48.000000,-50.000000
6,6,-48.000000,-48.000000
6,7,-48.000000,-46.000000
6,8,-48.000000,-44.000000
6,9,-48.000000,-42.000000
6,10,-48.000000,-40.000000
6,11,-48.000000,-38.000000
6,12,-48.000000,-36.000000
6,13,-48.000000,-34.000000
6,14,-48.000000,-32.000000
6,15,-48.000000,-30.000000
6,16,-48.000000,-28.000000
6,17,-48.000000,-26.000000
6,18,-48.000000,-24.000000
6,19,-48.000000,-22.000000
6,20,-48.000000,-20.000000
6,21,-48.000000,-18.000000
6,22,-48.000000,-16.000000
6,23,-48.000000,-14.000000
6,24,-48.000000,-12.000000
6,25,-48.000000,-10.000000
6,26,-48.000000,-8.000000
6,27,-48.000000,-6.000000
6,28,-48.000000,-4.000000
6,29,-48.000000,-2.000000
6,30,-48.000000,0.000000
6,31,-48.000000,2.000000
6,32,-48.000000,4.000000
6,33,-48.000000,6.000000
6,34,-48.000000,8.000000
6,35,-48.000000,10.000000
6,36,-48.000000,12.000000
6,37,-48.000000,14.000000
6,38,-48.000000,16.000000
6,39,-48.000000,18.000000
6,40,-48.000000,20.000000
6,41,-48.000000,22.000000
6,42,-48.000000,24.000000
6,43,-48.000000,26.000000
6,44,-48.000000,28.000000
6,45,-48.000000,30.000000
6,46,-48.000000,32.000000
6,47,-48.000000,34.000000
6,48,-48.000000,36.000000
6,49,-48.000000,38.000000
6,50,-48.000000,40.000000
6,51,-48.000000,42.000000
6,52,-48.000000,44.000000
6,53,-48.000000,46.000000
6,54,-48.000000,48.000000
6,55,-48.000000,50.000000
6,56,-48.000000,52.000000
6,57,-48.000000,54.000000
6,58,-48.000000,56.000000
6,59,-48.000000,58.000000
6,60,-48.000000,60.000000
7,0,-46.000000,-60.000000
7,1,-46.000000,-58.000000
7,2,-46.000000,-56.000000
7,3,-46.000000,-54.000000
7,4,-46.000000,-52.000000
7,5,-46.000000,-50.000000
7,6,-46.000000,-48.000000
7,7,-46.000000,-46.000000
7,8,-46.000000,-44.000000
7,9,-46.000000,-42.000000
7,10,-46.000000,-40.000000
7,11,-46.000000,-38.000000
7,12,-46.000000,-36.000000
7,13,-46.000000,-34.000000
7,14,-46.000000,-32.000000
7,15,-46.000000,-30.000000
7,16,-46.000000,-28.000000
7,17,-46.000000,-26.000000
7,18,-46.000000,-24.000000
7,19,-46.000000,-22.000000
7,20,-46.000000,-20.000000
7,21,-46.000000,-18.000000
7,22,-46.000000,-16.000000
7,23,-46.000000,-14.000000
7,24,-46.000000,-12.000000
7,25,-46.000000,-10.000000
7,26,-46.000000,-8.000000
7,27,-46.000000,-6.000000
7,28,-46.000000,-4.000000
7,29,-46.000000,-2.000000
7,30,-46.000000,0.000000
7,31,-46.000000,2.000000
7,32,-46.000000,4.000000
7,33,-46.000000,6.000000
7,34,-46.000000,8.000000
7,35,-46.000000,10.000000
7,36,-46.000000,12.000000
7,37,-46.000000,14.000000
7,38,-46.000000,16.000000
7,39,-46.000000,18.000000
7,40,-46.000000,20.000000
7,41,-46.000000,22.000000
7,42,-46.000000,24.000000
7,43,-46.000000,26.000000
7,44,-46.000000,28.000000
7,45,-46.000000,30.000000
7,46,-46.000000,32.000000
7,47,-46.000000,34.000000
7,48,-46.000000,36.000000
7,49,-46.000000,38.000000
7,50,-46.000000,40.000000
7,51,-46.000000,42.000000
7,52,-46.000000,44.000000
7,53,-46.000000,46.000000
7,54,-46.000000,48.000000
7,55,-46.000000,50.000000
7,56,-46.000000,52.000000
7,57,-46.000000,54.000000
7,58,-46.000000,56.000000
7,59,-46.000000,58.000000
7,60,-46.000000,60.000000
8,0,-44.000000,-60.000000
8,1,-44.000000,-58.000000
8,2,-44.000000,-56.000000
8,3,-44.000000,-54.000000
8,4,-44.000000,-52.000000
8,5,-44.000000,-50.000000
8,6,-44.000000,-48.000000
8,7,-44.000000,-46.000000
8,8,-44.000000,-44.000000
8,9,-44.000000,-42.000000
8,10,-44.000000,-40.000000
8,11,-44.000000,-38.000000
8,12,-44.000000,-36.000000
8,13,-44.000000,-34.000000
8,14,-44.000000,-32.000000
8,15,-44.000000,-30.000000
8,16,-44.000000,-28.000000
8,17,-44.000000,-26.000000
8,18,-44.000000,-24.000000
8,19,-44.000000,-22.000000
8,20,-44.000000,-20.000000
8,21,-44.000000,-18.000000
8,22,-44.000000,-16.000000
8,23,-44.000000,-14.000000
8,24,-44.000000,-12.000000
8,25,-44.000000,-10.000000
8,26,-44.000000,-8.000000
8,27,-44.000000,-6.000000
8,28,-44.000000,-4.000000
8,29,-44.000000,-2.000000
8,30,-44.000000,0.000000
8,31,-44.000000,2.000000
8,32,-44.000000,4.000000
8,33,-44.000000,6.000000
8,34,-44.000000,8.000000
8,35,-44.000000,10.000000
8,36,-44.000000,12.000000
8,37,-44.000000,14.000000
8,38,-44.000000,16.000000
8,39,-44.000000,18.000000
8,40,-44.000000,20.000000
8,41,-44.000000,22.000000
8,42,-44.000000,24.000000
8,43,-44.000000,26.000000
8,44,-44.000000,28.000000
8,45,-44.000000,30.000000
8,46,-44.000000,32.000000
8,47,-44.000000,34.000000
8,48,-44.000000,36.000000
8,49,-44.000000,38.000000
8,50,-44.000000,40.000000
8,51,-44.000000,42.000000
8,52,-44.000000,44.000000
8,53,-44.000000,46.000000
8,54,-44.000000,48.000000
8,55,-44.000000,50.000000
8,56,-44.000000,52.000000
8,57,-44.000000,54.000000
8,58,-44.000000,56.000000
8,59,-44.000000,58.000000
8,60,-44.000000,60.000000
9,0,-42.000000,-60.000000
9,1,-42.000000,-58.000000
9,2,-42.000000,-56.000000
9,3,-42.000000,-54.000000
9,4,-42.000000,-52.000000
9,5,-42.000000,-50.000000
9,6,-42.000000,-48.000000
9,7,-42.000000,-46.000000
9,8,-42.000000,-44.000000
9,9,-42.000000,-42.000000
9,10,-42.000000,-40.000000
9,11,-42.000000,-38.000000
9,12,-42.000000,-36.000000
9,13,-42.000000,-34.000000
9,14,-42.000000,-32.000000
9,15,-42.000000,-30.000000
9,16,-42.000000,-28.000000
9,17,-42.000000,-26.000000
9,18,-42.000000,-24.000000
9,19,-42.000000,-22.000000
9,20,-42.000000,-20.000000
9,21,-42.000000,-18.000000
9,22,-42.000000,-16.000000
9,23,-42.000000,-14.000000
9,24,-42.000000,-12.000000
9,25,-42.000000,-10.000000
9,26,-42.000000,-8.000000
9,27,-42.000000,-6.000000
9,28,-42.000000,-4.000000
9,29,-42.000000,-2.000000
9,30,-42.000000,0.000000
9,31,-42.000000,2.000000
9,32,-42.000000,4.000000
9,33,-42.000000,6.000000
9,34,-42.000000,8.000000
9,35,-42.000000,10.000000
9,36,-42.000000,12.000000
9,37,-42.000000,14.000000
9,38,-42.000000,16.000000
9,39,-42.000000,18.000000
9,40,-42.000000,20.000000
9,41,-42.000000,22.000000
9,42,-42.000000,24.000000
9,43,-42.000000,26.000000
9,44,-42.000000,28.000000
9,45,-42.000000,30.000000
9,46,-42.000000,32.000000
9,47,-42.000000,34.000000
9,48,-42.000000,36.000000
9,49,-42.000000,38.000000
9,50,-42.000000,40.000000
9,51,-42.000000,42.000000
9,52,-42.000000,44.000000
9,53,-42.000000,46.000000
9,54,-42.000000,48.000000
9,55,-42.000000,50.000000
9,56,-42.000000,52.000000
9,57,-42.000000,54.000000
9,58,-42.000000,56.000000
9,59,-42.000000,58.000000
9,60,-42.000000,60.000000
10,0,-40.000000,-60.000000
10,1,-40.000000,-58.000000
10,2,-40.000000,-56.000000
10,3,-40.000000,-54.000000
10,4,-40.000000,-52.000000
10,5,-40.000000,-50.000000
10,6,-40.000000,-48.000000
10,7,-40.000000,-46.000000
10,8,-40.000000,-44.000000
10,9,-40.000000,-42.000000
10,10,-40.000000,-40.000000
10,11,-40.000000,-38.000000
10,12,-40.000000,-36.000000
10,13,-40.000000,-34.000000
10,14,-40.000000,-32.000000
10,15,-40.000000,-30.000000
10,16,-40.000000,-28.000000
10,17,-40.000000,-26.000000
10,18,-40.000000,-24.000000
10,19,-40.000000,-22.000000
10,20,-40.000000,-20.000000
10,21,-40.000000,-18.000000
10,22,-40.000000,-16.000000
10,23,-40.000000,-14.000000
10,24,-40.000000,-12.000000
10,25,-40.000000,-10.000000
10,26,-40.000000,-8.000000
10,27,-40.000000,-6.000000
10,28,-40.000000,-4.000000
10,29,-40.000000,-2.000000
10,30,-40.000000,0.000000
10,31,-40.000000,2.000000
10,32,-40.000000,4.000000
10,33,-40.000000,6.000000
10,34,-40.000000,8.000000
10,35,-40.000000,10.000000
10,36,-40.000000,12.000000
10,37,-40.000000,14.000000
10,38,-40.000000,16.000000
10,39,-40.000000,18.000000
10,40,-40.000000,20.000000
10,41,-40.000000,22.000000
10,42,-40.000000,24.000000
10,43,-40.000000,26.000000
10,44,-40.000000,28.000000
10,45,-40.000000,30.000000
10,46,-40.000000,32.000000
10,47,-40.000000,34.000000
10,48,-40.000000,36.000000
10,49,-40.000000,38.000000
10,50,-40.000000,40.000000
10,51,-40.000000,42.000000
10,52,-40.000000,44.000000
10,53,-40.000000,46.000000
10,54,-40.000000,48.000000
10,55,-40.000000,50.000000
10,56,-40.000000,52.000000
10,57,-40.000000,54.000000
10,58,-40.000000,56.000000
10,59,-40.000000,58.000000
10,60,-40.000000,60.000000
11,0,-38.000000,-60.000000
11,1,-38.000000,-58.000000
11,2,-38.000000,-56.000000
11,3,-38.000000,-54.000000
11,4,-38.000000,-52.000000
11,5,-38.000000,-50.000000
11,6,-38.000000,-48.000000
11,7,-38.000000,-46.000000
11,8,-38.000000,-44.000000
11,9,-38.000000,-42.000000
11,10,-38.000000,-40.000000
11,11,-38.000000,-38.000000
11,12,-38.000000,-36.000000
11,13,-38.000000,-34.000000
11,14,-38.000000,-32.000000
11,15,-38.000000,-30.000000
11,16,-38.000000,-28.000000
11,17,-38.000000,-26.000000
11,18,-38.000000,-24.000000
